,model,price,Combustible,Cilindrada,Potencia,Torque,Alimentación,Cilindros,Válvulas,Sistema start/stop,Aceleración (0-100 km/h),Consumo en ciudad,Consumo en ruta,Consumo mixto,Velocidad máxima,Motor-tracción,Transmisión,Neumáticos,Frenos,Suspensión delantera,Suspensión trasera,Largo,Ancho sin espejos,Ancho con espejos,Alto,Distancia entre ejes,Baúl,Tanque de combustible,Peso,Capacidad de carga,Altura de piso,Remolque con frenos,Remolque sin frenos,Aire acondicionado,Alarma de luces encendidas,Asientos delanteros,Asientos traseros,Tapizados,Cierre de puertas,Vidrios,Espejos exteriores,Espejo interior,Faros delanteros,Faros antiniebla,Computadora de a bordo,Dirección asistida,Llantas,Techo solar,Volante,Sensores de estacionamiento,Cámara de visión,ABS,Distribución electrónica de frenado,Airbag,Alarma e inmovilizador de motor,Anclaje para asientos infantiles,Cinturones de seguridad,Otros,Tercera luz de stop,Autobloqueo de puertas con velocidad,Control de estabilidad,Control de tracción,Equipo de música,Parlantes,Conexión auxiliar (iPod y Mp3),Conexión USB,Interfaz bluetooth,Sistema de control por voz para dispositivos,Pantalla,MirrorLink,Limitador de velocidad,Palanca de cambios,Apertura de baúl y tapa de combustible,Sistema de navegación,Limpialuneta,Capacidad de vadeo,Ángulo de ataque,Ángulo de partida,Ángulo ventral,Capacidad de pendiente,Escalonamiento vertical,Inclinación lateral,Control de velocidad crucero,Encendido del motor,Sistema de estacionamiento asistido,Asistencia en frenada de emergencia,Sensor de lluvia,Recarga inalámbrica del celular,Apple Carplay / Android Auto,Reproducción de audio vía bluetooth,Puertas,Wi-Fi
65,Peugeot 208 Feline 1.6 Tiptronic,200000.0,nafta,1587,115/6000 cv/rpm,150/4000 N·m/rpm,inyección electrónica multipunto,4,16,sí,12.2,N/D,N/D,N/D,190.0,delantero - delantera,Tiptronic de 6 velocidades,195/55/R16,discos ventilados - tambor,"independiente tipo McPherson, con resortes helicoidales, amortiguadores hidráulicos telescópicos y barra estabilizadora","traversa deformable, resortes helicoidales, amortiguadores hidraulicos y telescópicos, y barra estabilizadora",4055,1738.0,1960.0,1453.0,2538,311.0,47,1252.0,,,,,climatizador,sí,"con ajuste en altura solo conductor, con ajuste manual",abatibles completos,alcántara,centralizado con comando a distancia,eléctricos - eléctricos,eléctricos,antideslumbrante manual,"con encendido automático, con luces led, con regulación interna",traseros,sí,eléctrica progresiva,aleación,panorámico fijo,"con ajuste en altura y profundidad, multifunción",traseros,periférica,sí,sí,"conductor y acompañante, de cabeza delanteros y traseros (cortina), laterales delanteros",alarma e inmovilizador de motor,sí,"delanteros inerciales pirotécnicos, traseros inerciales","advertencia de colisión con autofrenado , asistente para arranque en pendientes, sistema de advertencia de salida de carril, sistema de alerta por cansancio",sí,sí,sí,,"AM - FM, con lector de Mp3, con comandos de audio al volante",6,sí,sí,sí,,"táctil de 10""",sí,sí,,interna y a distancia solo baúl,,sí,,,,,,,,,con sistema remoto,,sí,,sí,,sí,,
66,FIAT Cronos 1.3L Drive CVT,290000.0,nafta,1332,99/6000 cv/rpm,127/4000 N·m/rpm,inyección electrónica multipunto,4,8,no,12.8,N/D,N/D,N/D,174.0,delantero - delantera,automática CVT,185/60/R15,discos sólidos - tambor,"independiente McPherson con brazos oscilantes transversales, resortes y barra estabilizadora",semi-independiente con eje torsional con amortiguadores y resortes helicoidales,4364,1724.0,1962.0,1508.0,2521,525.0,48,1183.0,,160.0,N/D,400.0,climatizador,sí,con ajuste manual,abatibles completos,tela,centralizado con comando a distancia,eléctricos - eléctricos,eléctricos,antideslumbrante manual,"con apagado automático, fijos",delanteros,sí,eléctrica progresiva,aleación,no tiene,con ajuste en altura,traseros,trasera,sí,sí,conductor y acompañante,alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales","asistente para arranque en pendientes, indicador de presión de neumáticos",sí,sí,sí,sí,AM - FM y CD con lector de Mp3,N/D,sí,sí,sí,sí,táctil de 7'',sí,,,,,,,,,,,,,sí,,,,,,,,,
67,FIAT Fiorino Fire Pack Top,16500000.0,nafta,1368,85/5750 cv/rpm,122/3500 N·m/rpm,inyección electrónica multipunto,4,8,no,13.9,N/D,N/D,N/D,157.0,delantero - delantera,manual 5 velocidades,175/70/R14,discos ventilados - tambor,"independiente McPherson con brazos oscilantes transversales, resortes y barra estabilizadora",eje rígido,4407,1718.0,1885.0,1900.0,2716,3100.0,55,1138.0,650.0,174.0,800 kg,400.0,manual,,"con ajuste en altura solo conductor, con ajuste manual",no tiene,tela,centralizado,eléctricos - no tiene,manuales,antideslumbrante manual,fijos,delanteros,sí,hidráulica,acero,no tiene,con ajuste en altura,traseros,,sí,sí,conductor y acompañante,inmovilizador de motor,,delanteros inerciales,asistente para arranque en pendientes,sí,,sí,,AM - FM y CD con lector de Mp3,4,sí,sí,,,,,,,,,,,"23,0°","26,9°",N/D,,,,,,,,,,,,"traseras doble, batientes y vidriadas",
68,Renault Logan 1.6 Life,180000.0,nafta,1598,115/5500 cv/rpm,157/4000 N·m/rpm,inyección electrónica multipunto,4,16,no,12.8,N/D,N/D,N/D,174.0,delantero - delantera,manual 5 velocidades,185/65/R15,discos ventilados - tambor,"McPherson con triángulo inferior y efecto antipercusión, amortiguadores hidráulicos telescópicos, con resortes helicoidales y barra antirrolido","eje flexible semi-independiente, resortes helicoidales, amortiguadores hidráulicos y barra antirrolido",4359,1735.0,,1529.0,2635,,50,1088.0,443.0,169.0,,,manual,sí,con ajuste manual,abatibles completos,tela,centralizado con comando a distancia,eléctricos - manuales,manuales,antideslumbrante manual,"con luces led, fijos",N/D,,electro-hidráulica progresiva,acero con taza,no tiene,multifunción,,,sí,,"conductor y acompañante, laterales delanteros",inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",asistente para arranque en pendientes,sí,,sí,,"AM - FM, con lector de Mp3, con comandos de audio al volante",N/D,sí,sí,sí,,,,,,interna y a distancia solo baúl,,,,,,,,,,,,,,,,,,,
69,Peugeot 208 Feline 1.6 Tiptronic,13200000.0,nafta,1587,115/6000 cv/rpm,150/4000 N·m/rpm,inyección electrónica multipunto,4,16,sí,12.2,N/D,N/D,N/D,190.0,delantero - delantera,Tiptronic de 6 velocidades,195/55/R16,discos ventilados - tambor,"independiente tipo McPherson, con resortes helicoidales, amortiguadores hidráulicos telescópicos y barra estabilizadora","traversa deformable, resortes helicoidales, amortiguadores hidraulicos y telescópicos, y barra estabilizadora",4055,1738.0,1960.0,1453.0,2538,311.0,47,1252.0,,,,,climatizador,sí,"con ajuste en altura solo conductor, con ajuste manual",abatibles completos,alcántara,centralizado con comando a distancia,eléctricos - eléctricos,eléctricos,antideslumbrante manual,"con encendido automático, con luces led, con regulación interna",traseros,sí,eléctrica progresiva,aleación,panorámico fijo,"con ajuste en altura y profundidad, multifunción",traseros,periférica,sí,sí,"conductor y acompañante, de cabeza delanteros y traseros (cortina), laterales delanteros",alarma e inmovilizador de motor,sí,"delanteros inerciales pirotécnicos, traseros inerciales","advertencia de colisión con autofrenado , asistente para arranque en pendientes, sistema de advertencia de salida de carril, sistema de alerta por cansancio",sí,sí,sí,,"AM - FM, con lector de Mp3, con comandos de audio al volante",6,sí,sí,sí,,"táctil de 10""",sí,sí,,interna y a distancia solo baúl,,sí,,,,,,,,,con sistema remoto,,sí,,sí,,sí,,
70,FIAT Toro 1.8 Freedom 4x2 CD Aut,300000.0,nafta,1747,130/6000 cv/rpm,171/3750 N·m/rpm,inyección electrónica multipunto,4,16,no,14.0,N/D,N/D,N/D,176.0,delantero - delantera,automática secuencial 6 velocidades,215/65/R16,discos ventilados - tambor,ruedas independientes tipo McPherson con brazos oscilantes inferiores y barra estabilizadora,"Multi-Link, resortes helicoidales y barra estabilizadora",4945,1845.0,2033.0,1735.0,2990,937.0,60,1688.0,650.0,,N/D,400.0,climatizador bizona,sí,con ajuste manual,abatibles 60/40,cuero,centralizado con comando a distancia,eléctricos - eléctricos,eléctricos,antideslumbrante manual,"con apagado automático, con encendido automático, con luces led",delanteros,sí,eléctrica progresiva,aleación,no tiene,"con ajuste en altura y profundidad, multifunción revestido en cuero",traseros,trasera,sí,sí,"conductor y acompañante, de cabeza delanteros (cortina), de rodilla conductor, laterales delanteros",alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales","asistente para arranque en pendientes, control de estabilidad antivuelco, indicador de presión de neumáticos, sistema de regulación del torque",sí,sí,sí,sí,"AM - FM y CD con lector de Mp3, con comandos de audio al volante",6,sí,sí,sí,sí,"táctil de 8,4"" color",sí,,"levas de cambios al volante - Paddle Shifters, revestida en cuero",interna y a distancia solo tapa de combustible,satelital (GPS),,N/D,26°,28°,22°,N/D,N/D,N/D,sí,,,sí,,sí,,sí,,
71,FIAT Pulse 1.3 Drive,350000.0,nafta,1332,99/6000 cv/rpm,127/4000 N·m/rpm,inyección electrónica multipunto,4,8,no,,N/D,N/D,N/D,173.0,delantero - delantera,manual 5 velocidades,195/60/R16,discos ventilados - tambor,"independiente McPherson con brazos oscilantes transversales, resortes y barra estabilizadora",barra de torsión y barra estabilizadora,4099,1774.0,1989.0,1547.0,2532,370.0,47,1140.0,400.0,190.0,N/D,400.0,climatizador,sí,con ajuste en altura,abatibles 60/40,tela,centralizado con comando a distancia,eléctricos - eléctricos,"con luz de giro incorporadas, eléctricos",antideslumbrante manual,con luces led,N/D,sí,eléctrica progresiva,aleación,no tiene,multifunción,traseros,trasera,sí,sí,"conductor y acompañante, laterales delanteros",alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales","asistente para arranque en pendientes, indicador de presión de neumáticos",sí,sí,sí,sí,"AM - FM, con lector de Mp3, con comandos de audio al volante",N/D,sí,sí,sí,,"táctil de 10""",sí,,,,satelital (GPS),sí,N/D,"20,5°","31,4°",N/D,"21,3°",N/D,N/D,sí,,,,,sí,,,,
72,Peugeot Partner Furgón Confort 1.6,250000.0,nafta,1587,115/5800 cv/rpm,149/4000 N·m/rpm,inyección electrónica multipunto,4,8,no,,N/D,N/D,N/D,,delantero - delantera,manual 5 velocidades,175/65/R14,discos ventilados - tambor,independiente tipo McPherson,independiente de brazos arrastrados,4137,1724.0,1960.0,1800.0,2693,3000.0,55,1225.0,800.0,,900 kg,,manual,sí,con ajuste manual,no tiene,tela,centralizado con comando a distancia,manuales - fijos,manuales,antideslumbrante manual,con regulación interna,traseros,,hidráulica progresiva,acero,no tiene,con ajuste en altura,,,sí,,conductor y acompañante,inmovilizador de motor,,delanteros inerciales,,sí,sí,,,"AM - FM y CD con lector de Mp3, WMA y tarjetas SD, con comandos de audio al volante",2,sí,sí,sí,,,,,revestida en cuero,,,,,,,,,,,,,,,,,,sí,"trasera derecha corrediza, traseras doble, batientes y vidriadas",
73,FIAT Toro 1.3 Volcano 4x2 Turbo CD Aut,370000.0,nafta,1332,175/5750 cv/rpm,267/1750 N·m/rpm,inyección directa turbo intercooler,4,16,no,10.1,N/D,N/D,N/D,195.0,delantero - delantera,automática secuencial 6 velocidades,225/60/R18,discos ventilados - tambor,ruedas independientes tipo McPherson con brazos oscilantes inferiores y barra estabilizadora,"Multi-Link, resortes helicoidales y barra estabilizadora",4945,1845.0,2033.0,1735.0,2990,937.0,60,1732.0,670.0,,N/D,400.0,climatizador bizona,sí,"con ajuste eléctrico solo conductor, con ajuste lumbar solo conductor",abatibles 60/40,cuero,centralizado con comando a distancia,eléctricos - eléctricos,"con función de plegado eléctrico, eléctricos",antideslumbrante automático,"con apagado automático, con encendido automático, con luces led",delanteros,sí,eléctrica progresiva,aleación,no tiene,"con ajuste en altura y profundidad, multifunción revestido en cuero",delanteros y traseros,trasera,sí,sí,"conductor y acompañante, de cabeza delanteros (cortina), de rodilla conductor, laterales delanteros",alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales","advertencia de colisión con autofrenado , asistente para arranque en pendientes, asistente para cambio de carril, control de estabilidad antivuelco, indicador de presión de neumáticos, sistema de regulación del torque",sí,sí,sí,sí,"AM - FM y CD con lector de Mp3, con comandos de audio al volante",6,sí,sí,sí,sí,"táctil de 10""",sí,,"levas de cambios al volante - Paddle Shifters, revestida en cuero",interna y a distancia solo tapa de combustible,satelital (GPS),,N/D,26°,28°,22°,N/D,N/D,N/D,sí,con sistema remoto,,sí,sí,sí,,sí,,
74,FIAT Cronos 1.3L Drive Pack Plus,250000.0,nafta,1332,99/6000 cv/rpm,127/4000 N·m/rpm,inyección electrónica multipunto,4,8,no,11.5,N/D,N/D,N/D,174.0,delantero - delantera,manual 5 velocidades,185/60/R15,discos sólidos - tambor,"independiente McPherson con brazos oscilantes transversales, resortes y barra estabilizadora",semi-independiente con eje torsional con amortiguadores y resortes helicoidales,4364,1724.0,1962.0,1508.0,2521,525.0,48,1155.0,,160.0,N/D,400.0,climatizador,sí,con ajuste manual,abatibles completos,tela,centralizado con comando a distancia,eléctricos - eléctricos,eléctricos,antideslumbrante manual,"con apagado automático, fijos",delanteros,sí,eléctrica progresiva,aleación,no tiene,con ajuste en altura,traseros,trasera,sí,sí,conductor y acompañante,alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales","asistente para arranque en pendientes, indicador de presión de neumáticos",sí,sí,sí,sí,AM - FM y CD con lector de Mp3,N/D,sí,sí,sí,sí,táctil de 7'',sí,,,,,,,,,,,,,,,,,,,,,,
75,FIAT Uno 5P 1.3 Way,350000.0,nafta,1332,99/6000 cv/rpm,127/4000 N·m/rpm,inyección electrónica multipunto,4,8,no,11.2,N/D,N/D,N/D,165.0,delantero - delantera,manual 5 velocidades,175/70/R14,discos sólidos - tambor,"independiente tipo McPherson, con resortes helicoidales y barra estabilizadora",eje de torsión,3820,,1656.0,1555.0,2376,290.0,48,1052.0,,,,,manual,N/D,con ajuste manual,abatibles 60/40,tela,manual,manuales - manuales,eléctricos,antideslumbrante manual,fijos,no tiene,,eléctrica progresiva,acero con taza,no tiene,"con ajuste en altura, multifunción",traseros,,sí,sí,conductor y acompañante,alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales (2) y central pélvico","asistente para arranque en pendientes, indicador de presión de neumáticos",sí,,sí,sí,"AM - FM y CD con lector de Mp3, con comandos de audio al volante",N/D,sí,sí,sí,sí,"color de 3,5"", táctil de 6,2''",,,,interna,satelital (GPS),sí,,,,,,,,,,,,,,,sí,,
76,Peugeot 208 Active 1.6 Pack,6500000.0,nafta,1587,115/6000 cv/rpm,150/4000 N·m/rpm,inyección electrónica multipunto,3,12,sí,,N/D,N/D,N/D,190.0,delantero - delantera,manual 5 velocidades,195/55/R16,discos ventilados - tambor,"independiente tipo McPherson, con resortes helicoidales, amortiguadores hidráulicos telescópicos y barra estabilizadora","traversa deformable, resortes helicoidales, amortiguadores hidraulicos y telescópicos, y barra estabilizadora",4055,1738.0,1960.0,1453.0,2538,311.0,47,1111.0,,,,,manual,sí,"con ajuste en altura solo conductor, con ajuste manual",abatibles completos,tela,centralizado con comando a distancia,eléctricos - eléctricos,eléctricos,antideslumbrante manual,"con luces led, fijos",traseros,sí,eléctrica progresiva,aleación,eléctrico panorámico,"con ajuste en altura y profundidad, multifunción",,trasera,sí,sí,"conductor y acompañante, laterales delanteros",inmovilizador de motor,sí,"delanteros inerciales pirotécnicos, traseros inerciales",asistente para arranque en pendientes,sí,sí,sí,sí,"AM - FM, con lector de Mp3, con comandos de audio al volante",6,sí,,sí,,"táctil de 10""",sí,,,interna y a distancia solo baúl,,sí,,,,,,,,,,,,,,,sí,,
77,Peugeot 208 Allure 1.6,5800000.0,nafta,1587,115/6000 cv/rpm,150/4000 N·m/rpm,inyección electrónica multipunto,4,16,sí,11.0,N/D,N/D,N/D,190.0,delantero - delantera,manual 5 velocidades,195/55/R16,discos ventilados - tambor,"independiente tipo McPherson, con resortes helicoidales, amortiguadores hidráulicos telescópicos y barra estabilizadora","traversa deformable, resortes helicoidales, amortiguadores hidraulicos y telescópicos, y barra estabilizadora",4055,1738.0,1960.0,1453.0,2538,311.0,47,1210.0,,,,,climatizador,sí,"con ajuste en altura solo conductor, con ajuste manual",abatibles completos,alcántara,centralizado con comando a distancia,eléctricos - eléctricos,eléctricos,antideslumbrante manual,"con luces led, fijos",traseros,sí,eléctrica progresiva,aleación,panorámico fijo,"con ajuste en altura y profundidad, multifunción",,trasera,sí,sí,"conductor y acompañante, de cabeza delanteros y traseros (cortina), laterales delanteros",alarma e inmovilizador de motor,sí,"delanteros inerciales pirotécnicos, traseros inerciales",asistente para arranque en pendientes,sí,sí,sí,,"AM - FM, con lector de Mp3, con comandos de audio al volante",6,sí,sí,sí,,"táctil de 7"" color",sí,sí,,interna y a distancia solo baúl,,sí,,,,,,,,,con sistema remoto,,sí,,sí,,sí,,
78,Peugeot Partner Furgón Confort 1.6,16400000.0,nafta,1587,115/5800 cv/rpm,150/4000 N·m/rpm,inyección electrónica multipunto,4,8,no,,N/D,N/D,N/D,164.0,delantero - delantera,manual 5 velocidades,175/65/R14,discos ventilados - tambor,independiente tipo McPherson,independiente de brazos arrastrados,4137,1724.0,1960.0,1804.0,2693,3000.0,55,1224.0,800.0,,900 kg,,manual,sí,con ajuste manual,no tiene,tela,centralizado con comando a distancia,manuales - fijos,manuales,antideslumbrante manual,"con apagado automático, con regulación interna",traseros,sí,hidráulica progresiva,acero,no tiene,con ajuste en altura,,,sí,sí,conductor y acompañante,inmovilizador de motor,,delanteros inerciales,,sí,sí,sí,,"AM - FM y CD con lector de Mp3, WMA y tarjetas SD, con comandos de audio al volante",2,sí,sí,sí,,,,,revestida en cuero,,,,,,,,,,,,,,sí,,,,sí,"trasera derecha corrediza, traseras doble, batientes y vidriadas",
79,FIAT Strada Freedom Cabina Doble 1.4 Firefly,366000.0,nafta,1368,85/5750 cv/rpm,122/3500 N·m/rpm,inyección electrónica multipunto,4,8,N/D,14.7,N/D,N/D,N/D,154.0,delantero - delantera,manual 5 velocidades,195/65/R15,discos ventilados - tambor,independiente tipo McPherson,eje rígido,4474,1781.0,1967.0,,2737,683.0,55,1161.0,650.0,191.0,N/D,400.0,manual,sí,"con ajuste en altura solo conductor, con ajuste manual",N/D,tela,centralizado,eléctricos - eléctricos,"con luz de giro incorporadas, eléctricos",antideslumbrante manual,fijos,delanteros,sí,hidráulica,aleación,no tiene,"con ajuste en altura, multifunción",,,sí,sí,"conductor y acompañante, laterales delanteros",alarma,,"delanteros inerciales, traseros inerciales","asistente para arranque en pendientes, indicador de presión de neumáticos",sí,sí,sí,sí,"AM - FM, con lector de Mp3, con comandos de audio al volante",N/D,sí,,sí,,"color de 3,5""",,,,interna y a distancia solo tapa de combustible,,,,"23,8°","26,6°",N/D,,,,,,,,,,,,,
80,Peugeot 208 Active 1.6 Pack,122850.0,nafta,1587,115/6000 cv/rpm,150/4000 N·m/rpm,inyección electrónica multipunto,3,12,sí,,N/D,N/D,N/D,190.0,delantero - delantera,manual 5 velocidades,195/55/R16,discos ventilados - tambor,"independiente tipo McPherson, con resortes helicoidales, amortiguadores hidráulicos telescópicos y barra estabilizadora","traversa deformable, resortes helicoidales, amortiguadores hidraulicos y telescópicos, y barra estabilizadora",4055,1738.0,1960.0,1453.0,2538,311.0,47,1111.0,,,,,manual,sí,"con ajuste en altura solo conductor, con ajuste manual",abatibles completos,tela,centralizado con comando a distancia,eléctricos - eléctricos,eléctricos,antideslumbrante manual,"con luces led, fijos",traseros,sí,eléctrica progresiva,aleación,eléctrico panorámico,"con ajuste en altura y profundidad, multifunción",,trasera,sí,sí,"conductor y acompañante, laterales delanteros",inmovilizador de motor,sí,"delanteros inerciales pirotécnicos, traseros inerciales",asistente para arranque en pendientes,sí,sí,sí,sí,"AM - FM, con lector de Mp3, con comandos de audio al volante",6,sí,,sí,,"táctil de 10""",sí,,,interna y a distancia solo baúl,,sí,,,,,,,,,,,,,,,sí,,
81,FIAT Cronos 1.3L Drive Pack Plus,250000.0,nafta,1332,99/6000 cv/rpm,127/4000 N·m/rpm,inyección electrónica multipunto,4,8,no,11.5,N/D,N/D,N/D,174.0,delantero - delantera,manual 5 velocidades,185/60/R15,discos sólidos - tambor,"independiente McPherson con brazos oscilantes transversales, resortes y barra estabilizadora",semi-independiente con eje torsional con amortiguadores y resortes helicoidales,4364,1724.0,1962.0,1508.0,2521,525.0,48,1155.0,,160.0,N/D,400.0,climatizador,sí,con ajuste manual,abatibles completos,tela,centralizado con comando a distancia,eléctricos - eléctricos,eléctricos,antideslumbrante manual,"con apagado automático, fijos",delanteros,sí,eléctrica progresiva,aleación,no tiene,con ajuste en altura,traseros,trasera,sí,sí,conductor y acompañante,alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales","asistente para arranque en pendientes, indicador de presión de neumáticos",sí,sí,sí,sí,AM - FM y CD con lector de Mp3,N/D,sí,sí,sí,sí,táctil de 7'',sí,,,,,,,,,,,,,,,,,,,,,,
82,Volkswagen Amarok DC 4x4 Black Style V6 Aut 258Cv,52000000.0,diesel,2967,190/3250-4500 cv/rpm,580/1400-3000 N·m/rpm,inyección directa common rail turbo intercooler,6,24,no,7.4,N/D,N/D,"9,5 l/100km",210.0,delantero - integral permanente,automática 8 velocidades,255/50/R20,discos ventilados - discos sólidos,independiente tipo McPherson con barra estabilizadora,eje rígido con muelles semielípticos,5254,1954.0,,1834.0,3097,,80,,,226.0,3000 kg,750.0,climatizador bizona,,"calefaccionables, con ajuste eléctrico, con ajuste en altura",abatibles 60/40,cuero,centralizado con comando a distancia,eléctricos - eléctricos,"con función de plegado eléctrico, eléctricos",antideslumbrante automático,"con encendido y apagado automático, con luces de Xenón, con luces led, con regulación interna",delanteros y traseros,sí,hidráulica progresiva,aleación,no tiene,"con ajuste en altura y profundidad, multifunción revestido en cuero",delanteros y traseros,trasera,sí,sí,"conductor y acompañante, de cabeza delanteros y traseros (cortina), laterales delanteros",alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales","advertencia de colisión con autofrenado , control de ascenso en pendientes, control de descenso en pendientes, indicador de presión de neumáticos, sistema de bloqueo electrónico diferencial",sí,,sí,sí,"AM - FM y CD con lector de Mp3 y tarjetas SD, con comandos de audio al volante",4,sí,sí,sí,,,,,"levas de cambios al volante - Paddle Shifters, revestida en cuero",interna solo tapa de combustible,satelital (GPS),,500 mm,"28,0°","23,6°","23,0°",45°,N/D,"49,7 - 50,8°",sí,,,sí,sí,,,sí,,
83,Chevrolet Onix 1.2 LS,7200000.0,nafta,1200,90/6200 cv/rpm,115/4400 N·m/rpm,inyección electrónica multipunto,3,12,no,11.5,"9,7 l/100km","7,9 l/100km","8,3 l/100km",179.0,delantero - delantera,manual 5 velocidades,185/70/R14,discos ventilados - tambor,independiente tipo McPherson con barra estabilizadora,semi-independente,4163,1731.0,2044.0,1471.0,2551,,44,1042.0,375.0,,,,manual,sí,"con ajuste en altura solo conductor, con ajuste manual",abatibles completos,tela,centralizado con comando a distancia,eléctricos - eléctricos,manuales,antideslumbrante manual,"con apagado automático, con regulación interna",traseros,sí,eléctrica progresiva,acero con taza,no tiene,multifunción,,,sí,sí,"conductor y acompañante, de cabeza delanteros (cortina), laterales delanteros",inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",asistente para arranque en pendientes,sí,N/D,sí,,"AM - FM, con lector de Mp3 y WMA, con comandos de audio al volante",4,sí,sí,sí,,"color de 3,5""",,sí,,interna y a distancia solo baúl,,sí,,,,,,,,,,,,,,,sí,,
84,FIAT Pulse 1.3 Drive,315000.0,nafta,1332,99/6000 cv/rpm,127/4000 N·m/rpm,inyección electrónica multipunto,4,8,no,,N/D,N/D,N/D,173.0,delantero - delantera,manual 5 velocidades,195/60/R16,discos ventilados - tambor,"independiente McPherson con brazos oscilantes transversales, resortes y barra estabilizadora",barra de torsión y barra estabilizadora,4099,1774.0,1989.0,1547.0,2532,370.0,47,1140.0,400.0,190.0,N/D,400.0,climatizador,sí,con ajuste en altura,abatibles 60/40,tela,centralizado con comando a distancia,eléctricos - eléctricos,"con luz de giro incorporadas, eléctricos",antideslumbrante manual,con luces led,N/D,sí,eléctrica progresiva,aleación,no tiene,multifunción,traseros,trasera,sí,sí,"conductor y acompañante, laterales delanteros",alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales","asistente para arranque en pendientes, indicador de presión de neumáticos",sí,sí,sí,sí,"AM - FM, con lector de Mp3, con comandos de audio al volante",N/D,sí,sí,sí,,"táctil de 10""",sí,,,,satelital (GPS),sí,N/D,"20,5°","31,4°",N/D,"21,3°",N/D,N/D,sí,,,,,sí,,,,
85,FIAT Toro 1.8 Freedom 4x2 CD Aut,350000.0,nafta,1747,130/6000 cv/rpm,171/3750 N·m/rpm,inyección electrónica multipunto,4,16,no,14.0,N/D,N/D,N/D,176.0,delantero - delantera,automática secuencial 6 velocidades,215/65/R16,discos ventilados - tambor,ruedas independientes tipo McPherson con brazos oscilantes inferiores y barra estabilizadora,"Multi-Link, resortes helicoidales y barra estabilizadora",4945,1845.0,2033.0,1735.0,2990,937.0,60,1688.0,650.0,,N/D,400.0,climatizador bizona,sí,con ajuste manual,abatibles 60/40,cuero,centralizado con comando a distancia,eléctricos - eléctricos,eléctricos,antideslumbrante manual,"con apagado automático, con encendido automático, con luces led",delanteros,sí,eléctrica progresiva,aleación,no tiene,"con ajuste en altura y profundidad, multifunción revestido en cuero",traseros,trasera,sí,sí,"conductor y acompañante, de cabeza delanteros (cortina), de rodilla conductor, laterales delanteros",alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales","asistente para arranque en pendientes, control de estabilidad antivuelco, indicador de presión de neumáticos, sistema de regulación del torque",sí,sí,sí,sí,"AM - FM y CD con lector de Mp3, con comandos de audio al volante",6,sí,sí,sí,sí,"táctil de 8,4"" color",sí,,"levas de cambios al volante - Paddle Shifters, revestida en cuero",interna y a distancia solo tapa de combustible,satelital (GPS),,N/D,26°,28°,22°,N/D,N/D,N/D,sí,,,sí,,sí,,sí,,
86,FIAT Pulse Abarth 1.3L Turbo,35900000.0,nafta,1332,175/5750 cv/rpm,270/1850 N·m/rpm,inyección directa turbo,4,16,no,8.0,N/D,N/D,N/D,210.0,delantero - delantera,automática secuencial 6 velocidades,205/50/R17,discos ventilados - tambor,"independiente McPherson con brazos oscilantes transversales, resortes y barra estabilizadora",barra de torsión y barra estabilizadora,4099,1774.0,1989.0,1547.0,2532,370.0,47,1280.0,400.0,190.0,N/D,400.0,climatizador,sí,con ajuste en altura,abatibles 60/40,cuero,centralizado con comando a distancia,eléctricos - eléctricos,"con función de plegado automático, con luz de giro incorporadas, eléctricos",antideslumbrante automático,"con encendido y apagado automático, con luces led",delanteros,sí,eléctrica progresiva,aleación,no tiene,"con ajuste en altura y profundidad, multifunción revestido en cuero",traseros,trasera,sí,sí,"conductor y acompañante, laterales delanteros",alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales","asistente para arranque en pendientes, indicador de presión de neumáticos",sí,sí,sí,sí,"AM - FM, con lector de Mp3, con comandos de audio al volante",N/D,sí,sí,sí,,"táctil de 10""",,,levas de cambios al volante - Paddle Shifters,,satelital (GPS),sí,N/D,"20,5°","31,4°",N/D,"21,3°",N/D,N/D,sí,con sistema remoto,sí,sí,sí,sí,sí,,,
